"","LCM_15","LCM_16","LCM_20","LCM_21","LCM_26","LCM_27","LCM_4","LCM_5","LCM_8","LCM_9"
"Pocillopora_acuta_HIv2___RNAseq.g27398.t1",8.91796257251019,3.68233641306884,8.49133772109432,3.68233641306884,9.68650296039172,8.36272857219304,3.68233641306884,9.37287299108424,3.68233641306884,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27399.t1",8.79990573373047,3.68233641306884,10.0304462559817,3.68233641306884,9.43405863799651,3.68233641306884,8.64100223739937,10.5345265130228,11.5693585836427,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27400.t1",7.98231336343907,3.68233641306884,10.0076952091253,7.62113507079819,8.77445553895457,9.59890055589558,10.4925253003967,5.84514254962292,3.68233641306884,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27405.t1",10.6910892529167,11.4258013865232,9.62564443323097,10.5262740021973,11.3309877076918,11.5621703557474,9.94703151130749,10.8778505968193,10.8889828970177,11.7679724347744
"Pocillopora_acuta_HIv2___RNAseq.g27406.t1",5.69008050215398,9.94728948184982,8.55840824321401,10.3993573806794,4.99332554465423,7.6179290796022,6.54983813759369,7.90902087320942,3.68233641306884,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27407.t1",10.2636169371878,10.0112302642079,7.67835698968189,9.76817785219478,9.81024665157316,9.91496967806064,10.9775243724021,10.4747160129212,9.55954292947827,6.14979536860625
"Pocillopora_acuta_HIv2___TS.g10164.t1",5.9511981009209,7.8080468355442,5.64062457406066,3.68233641306884,6.81698272709732,6.0412356346892,7.40687932379528,6.63600256149146,3.68233641306884,3.68233641306884
"Pocillopora_acuta_HIv2___TS.g10169.t1",3.68233641306884,6.19950000251922,7.9505165637003,3.68233641306884,6.97678248710109,3.68233641306884,3.68233641306884,5.72748248273486,6.90820021958306,8.98982513695309
"Pocillopora_acuta_HIv2___RNAseq.g27408.t1",8.48805428837023,9.6472827895905,10.8549087556067,10.2235336175443,9.92673259075288,9.48071460187179,8.09615847586979,6.99090193750695,5.49910115103059,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27409.t1",9.84155379289543,11.6291582322445,9.64051119787156,9.19179080351197,10.0874031318109,10.8885751405461,11.4939474325692,10.5433762009041,9.04601720904466,9.62774969672687
"Pocillopora_acuta_HIv2___RNAseq.g27410.t1",11.0074777151581,10.9103431983659,10.2330438583902,11.6046919755634,11.1640394768395,11.986800437926,11.480248840843,10.4931037123434,12.7746518541242,11.5193519995258
"Pocillopora_acuta_HIv2___RNAseq.g27411.t1",9.13758278776356,11.1070786528319,9.84453865122473,9.71635260230834,9.32334629709623,9.30305133914421,10.8080275434841,10.6699920382244,11.2176005791555,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27413.t1",10.432644947923,9.101680504721,11.061799681424,3.68233641306884,9.41977908774909,3.68233641306884,3.68233641306884,8.32293187880182,10.8782008730726,3.68233641306884
"Pocillopora_acuta_HIv2___TS.g10175.t2b",7.89912370929782,7.12434365571459,8.23019614691036,8.37353490775652,8.49211488943272,8.93551931166073,10.9837516142484,6.68016878280013,3.68233641306884,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27418.t1",9.49461904842887,9.7825650850033,7.83273839746458,9.72220380163334,9.66042696044772,6.6664531765618,3.68233641306884,8.79398074960423,6.85831417532123,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27419.t1",9.93304082057026,9.69441986151703,9.09261493226969,10.9096568688752,9.31308098304187,8.8066376908446,10.9120955780169,9.41335318003611,11.0382752846565,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27429.t1",6.47868055454933,7.18946904881997,6.50448097751675,7.47098189621969,6.58551772595729,7.47620947122109,7.41617057752188,7.21602452626304,3.68233641306884,7.87825228538505
"Pocillopora_acuta_HIv2___TS.g10192.t2",10.84032603231,11.8120676012639,10.4348891978606,11.993303278465,10.8208078411662,11.6539452018739,12.4472626203766,10.9774196807166,6.10133000554887,12.6458413304507
"Pocillopora_acuta_HIv2___RNAseq.g27433.t1",6.25760738373578,9.68511491093645,7.3083152768306,10.6085909167715,6.98985932682562,10.038426773231,7.21775444370806,8.44649846873451,6.60889967998377,11.6364085295702
"Pocillopora_acuta_HIv2___TS.g10198.t2",8.00237851673687,6.81522472615292,8.52672070879525,3.68233641306884,9.87010301968713,7.2119491386412,3.68233641306884,8.42620134867823,9.64200093020476,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27445.t1",3.68233641306884,7.00867790939819,6.51648711029815,7.50775778510704,5.55925109214148,8.90960331350435,6.86956709787897,7.87942050012176,5.13335110137444,5.16462945902469
"Pocillopora_acuta_HIv2___TS.g10216.t2",10.5855866595958,9.24285011781547,10.8191296239812,11.6385970295481,10.1384258419856,10.4824033227849,11.6980366147236,10.4289683763683,10.8996849312922,9.59746345937709
"Pocillopora_acuta_HIv2___RNAseq.g27458.t1",9.77910548023579,3.68233641306884,8.60880145427454,3.68233641306884,9.39444440244115,3.68233641306884,3.68233641306884,9.43634654081899,7.56366523702835,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27462.t1",3.68233641306884,3.68233641306884,6.59774358746208,4.99561439145868,8.58256426650287,9.37297703992093,3.68233641306884,6.8518124665155,8.78065575902583,6.42959658710632
"Pocillopora_acuta_HIv2___RNAseq.g27474.t1",7.73482020810787,9.25296372067976,7.3286115711524,7.84571335344804,5.21442834742072,3.68233641306884,11.6538120032833,3.68233641306884,8.45509888891413,9.25731083832564
"Pocillopora_acuta_HIv2___RNAseq.g27481.t1",9.43141547668008,9.52952050180834,8.17175268739412,3.68233641306884,8.55449583697651,9.76990303595308,11.794619526484,9.19852676151076,3.68233641306884,9.90004703076151
"Pocillopora_acuta_HIv2___RNAseq.g27482.t1",12.4185844071612,12.918102484166,12.2140003253426,13.6686415618606,11.6916112749494,12.4117588041379,12.319848502139,11.8661451654861,10.8421958879582,12.8250815495413
"Pocillopora_acuta_HIv2___TS.g10243.t2",11.5731410214812,12.5111856427017,9.98139846819643,12.2152077767326,11.5556925522913,11.6652106719361,8.11333685089601,11.7363341818524,12.6094015878374,10.1521081698873
"Pocillopora_acuta_HIv2___RNAseq.g27485.t1",10.2332381185573,8.86498795418406,9.31787719544714,9.86126194756346,9.62663659544314,8.81503958601892,11.0534970344177,10.2538435092189,9.85182873309067,10.6858385619045
"Pocillopora_acuta_HIv2___RNAseq.g27486.t1",9.84432909846235,8.12189365008233,10.2014965261446,5.48483761266166,10.0866502406499,3.68233641306884,7.622746242824,6.2798424236602,9.88606498077176,3.68233641306884
"Pocillopora_acuta_HIv2___TS.g10252.t2",5.86218072811404,8.13290662201816,5.0980278924796,8.36357359719131,3.68233641306884,8.74347892512034,10.8782336070214,3.68233641306884,3.68233641306884,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27498.t1",10.6995425052236,9.79126383315419,10.3069032779743,9.87182826984899,9.42216885630719,11.0731358568747,7.32041525669233,10.115889717395,8.81015142515567,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27500.t1",10.081557905009,9.1859200648479,10.2604209553186,9.47664493676885,9.71016163751507,10.9970859680433,9.72894101767095,9.92411242241571,10.2933322492624,7.76255508842904
"Pocillopora_acuta_HIv2___RNAseq.g27501.t1",9.72441441264566,11.8184634411784,10.7397827776482,10.2827957861932,11.1568849879923,11.1728540422597,11.9470002337568,9.97122414196382,11.3847171387818,12.0570990158125
"Pocillopora_acuta_HIv2___TS.g10260.t1",14.4146173574632,15.451654467998,13.7477089914844,3.68233641306884,14.1564957156203,14.7315756529272,15.6633747113731,14.628547415214,14.4604537618192,15.4808979359248
"Pocillopora_acuta_HIv2___RNAseq.g27502.t1",12.1291034781586,13.125411529901,12.476152222108,13.2008791848026,12.2430080818367,13.2854915571938,13.4234790186714,11.8750520798963,12.4230094671119,12.8967675708256
"Pocillopora_acuta_HIv2___TS.g10279.t1b",7.48631699375706,7.47670412910099,8.1263054097228,8.20522855326283,7.68593987239162,7.57223291016523,7.64658910810218,7.70891506725395,6.88347796904334,8.1280249602126
"Pocillopora_acuta_HIv2___RNAseq.g27523.t1",7.90979005498889,8.71569691288499,10.8238728379697,8.08906047224294,9.33480806628529,3.68233641306884,3.68233641306884,9.40041883113749,3.68233641306884,8.52599624145614
"Pocillopora_acuta_HIv2___TS.g10282.t1",13.4842088532997,14.4712058857357,11.8443423684612,14.559704222796,12.9704056582938,14.195423736686,15.5584224093235,14.255974968589,12.7704932778279,14.8016319745358
"Pocillopora_acuta_HIv2___TS.g10284.t2",9.79353760542465,7.88830505095858,8.88120903175671,3.68233641306884,10.7611955633957,10.2657377347541,3.68233641306884,10.0757835039426,7.36504895374022,11.2772500203259
"Pocillopora_acuta_HIv2___RNAseq.g27531.t1",7.5005307699032,5.50727693310996,6.60897372799175,7.38459886133705,5.81325426851759,7.50430960043243,4.96878174907288,6.49442560906471,5.8076943734674,6.53774712136497
"Pocillopora_acuta_HIv2___RNAseq.g27541.t1",6.90304503346676,8.21291850728319,9.7970786794685,9.73769191331325,9.62144705661849,7.66221051247736,10.233703779222,7.22195991090184,3.68233641306884,3.68233641306884
"Pocillopora_acuta_HIv2___RNAseq.g27542.t1",9.99304483361731,3.68233641306884,9.36258512748144,7.08871005249906,5.18909904258247,3.68233641306884,3.68233641306884,7.53447939508006,3.68233641306884,3.68233641306884
"Pocillopora_acuta_HIv2___TS.g10300.t1",9.43141547668008,5.1703194305374,9.94266841711575,10.4078522514275,8.90326194741471,3.68233641306884,4.40301213871548,8.96543270523664,4.9224776128996,3.68233641306884
"Pocillopora_acuta_HIv2___TS.g10303.t2",8.34627273025484,9.04750534458592,8.79922339432452,5.11193581531555,7.47561178648212,9.78992002403837,3.68233641306884,7.74221169803492,7.54029722811113,9.21004307760133
"Pocillopora_acuta_HIv2___RNAseq.g27549.t1",8.32653206838548,8.50321773838127,9.00756979532748,10.3536054591308,8.06591098653915,7.84883394633985,5.02746360037266,9.41592618257067,9.51448687321297,8.78459572882484
"Pocillopora_acuta_HIv2___RNAseq.g27559.t1",6.27463595648141,7.73030729659763,6.33809542335038,4.52967082297852,6.12628170656021,7.22892834819183,8.11333685089601,7.55806838583083,6.78000415386907,3.68233641306884
