event_id chrm exon_pos alt_usage gene_id gene_name p_val p_val_adj dPSI mean_event_count_A mean_event_count_B log2FC_event_count mean_gene_exp_A mean_gene_exp_B log2FC_gene_exp
alt_3prime.37 Pocillopora_acuta_HIv2___Sc0000000 4102375-4102487:4102375-4102573:4105659-4105812 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g27701.t1 None 0.022769308870185 1 -0.105882352941176 10.8644472269872 1.19112957590584 3.18921250432992 729.834998988376 1199.93522339542 -0.717314284684214
alt_3prime.489 Pocillopora_acuta_HIv2___Sc0000013 2597742-2597771:2598051-2598207:2598063-2598207 0:1:1 Pocillopora_acuta_HIv2___TS.g256.t2 None 0.0613712210677484 1 0.193861607142857 12.3841109176699 0.903402635143691 3.77697736586114 482.870876937228 525.978405244678 -0.123366115086244
alt_3prime.308 Pocillopora_acuta_HIv2___Sc0000005 5782594-5782698:5782594-5782703:5783439-5783576 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g14102.t1b None 0.061726681665095 1 0.916666666666667 4.07826295422937 0.312725988097159 3.70498377909241 87.2804925556832 121.493946305163 -0.477153281814488
alt_3prime.512 Pocillopora_acuta_HIv2___Sc0000013 3200319-3200847:3200880-3201837:3201672-3201837 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.0712896425192104 1 -0.137689870421468 7.20612830157145 3.44093841410593 1.06642226751005 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.518 Pocillopora_acuta_HIv2___Sc0000013 3200220-3200847:3201672-3201837:3201804-3201837 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.0712896425192104 1 0.474479062312162 7.20612830157145 3.44093841410593 1.06642226751005 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.516 Pocillopora_acuta_HIv2___Sc0000013 3200649-3200847:3201672-3201837:3201705-3201837 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.0712896425192104 1 0.392857142857143 7.20612830157145 3.44093841410593 1.06642226751005 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.519 Pocillopora_acuta_HIv2___Sc0000013 3200649-3200847:3201705-3201837:3201771-3201837 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.190149577069827 1 -0.355645161290323 4.0829942189578 2.61592571527262 0.642305951827586 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.517 Pocillopora_acuta_HIv2___Sc0000013 3200764-3200847:3201672-3201837:3201771-3201837 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.190149577069827 1 0.100677590856162 4.0829942189578 2.61592571527262 0.642305951827586 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.514 Pocillopora_acuta_HIv2___Sc0000013 3200319-3200847:3200880-3201837:3201771-3201837 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.190149577069827 1 -0.226307189542484 4.0829942189578 2.61592571527262 0.642305951827586 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.521 Pocillopora_acuta_HIv2___Sc0000013 3200220-3200847:3201771-3201837:3201804-3201837 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.190149577069827 1 0.57077205882353 4.0829942189578 2.61592571527262 0.642305951827586 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.1172 Pocillopora_acuta_HIv2___xfSc0000006 4133332-4133530:4133332-4133546:4133741-4133921 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g3486.t1 None 0.22469543794459 1 0.425 7.68499297483408 24.9317402603284 -1.69786774169357 118.110539158703 2555.97606326225 -4.43566471632978
alt_3prime.145 Pocillopora_acuta_HIv2___Sc0000002 2871686-2871779:2872729-2872758:2872731-2872758 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g24910.t1 None 0.22641721987236 1 -0.0686868686868687 8.76731470705325 47.6410149748696 -2.44199720938134 180.992427464933 198.266972360296 -0.131515033348948
alt_3prime.1310 Pocillopora_acuta_HIv2___xfSc0000013 1737895-1737997:1739028-1739194:1739029-1739194 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g18431.t1 None 0.245882690621124 1 0.453488372093023 11.9169982876053 3.03285170369668 1.97427402656801 351.475990498839 458.841380897987 -0.384569366137084
alt_3prime.644 Pocillopora_acuta_HIv2___Sc0000019 1034032-1034119:1034204-1034289:1034216-1034289 0:1:1 Pocillopora_acuta_HIv2___TS.g16836.t1 None 0.281857640658868 1 -0.0558139534883721 53.6475291120507 16.0744073792123 1.73874617493925 1676.9858951418 1422.05218036548 0.237896150920578
alt_3prime.492 Pocillopora_acuta_HIv2___Sc0000013 3189426-3189498:3190344-3190448:3190390-3190448 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.285051311840966 1 0.142197263520793 4.73005254615716 37.6078701799524 -2.99110648989203 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.257 Pocillopora_acuta_HIv2___Sc0000004 9492664-9492773:9493471-9493635:9493474-9493635 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g13321.t1 None 0.293041260526566 1 -0.0862068965517242 18.5281493422517 5.87211712843399 1.65776613666792 1784.25644880033 2189.01201408766 -0.294956885775662
alt_3prime.505 Pocillopora_acuta_HIv2___Sc0000013 3200220-3200583:3200649-3201045:3201012-3201045 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.306410289826147 1 0.898980537534754 0.842311261396623 0.803423566323032 0.068192674863046 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.373 Pocillopora_acuta_HIv2___Sc0000008 2271471-2271529:2272126-2272250:2272149-2272250 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g25775.t1 None 0.309058098240699 1 0.0934959349593496 6.4820981672806 16.6033417104498 -1.35694086355409 996.02800899494 585.193847524573 0.76727171076047
alt_3prime.1630 Pocillopora_acuta_HIv2___xpSc0000387 9346885-9347103:9347574-9348135:9347588-9348135 0:1:1 Pocillopora_acuta_HIv2___TS.g27282.t2 None 0.318139787649542 1 0.200980392156863 3.4130798684727 24.2161524655965 -2.82682358353192 545.256475914438 899.555799621758 -0.722277775306443
alt_3prime.993 Pocillopora_acuta_HIv2___xfSc0000001 218350-218397:218350-218400:218861-219004 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g7273.t1 None 0.329840171330137 1 0.123724223353241 19.9795439171147 6.73529795072045 1.56870997739575 2900.45621684145 2929.15982986963 -0.0142070745271816
alt_3prime.1660 Pocillopora_acuta_HIv2___xpSc0000388 1205350-1205414:1205350-1205418:1205511-1205521 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g19677.t1 None 0.33016247160299 1 -0.0741876942033644 56.685314443456 175.44892778691 -1.63000420375194 4761.97279032352 7850.30552689875 -0.721189426359034
alt_3prime.506 Pocillopora_acuta_HIv2___Sc0000013 3200220-3200715:3200880-3201111:3201078-3201111 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.352587285734088 1 -0.155555555555555 4.57616009830357 3.72543014008505 0.296730516603201 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.1202 Pocillopora_acuta_HIv2___xfSc0000007 2189162-2189222:2189162-2189229:2189630-2189763 1:1:0 Pocillopora_acuta_HIv2___TS.g26081.t2 None 0.375455002644814 1 0.284478381700604 2.85720104209136 19.8948193902121 -2.79971834422961 252.615338048525 519.443734078984 -1.04002524757152
alt_3prime.1203 Pocillopora_acuta_HIv2___xfSc0000007 2189162-2189225:2189162-2189229:2189630-2189763 1:1:0 Pocillopora_acuta_HIv2___TS.g26081.t2 None 0.375455002644814 1 -0.543635670731707 2.85720104209136 19.8948193902121 -2.79971834422961 252.615338048525 519.443734078984 -1.04002524757152
alt_3prime.246 Pocillopora_acuta_HIv2___Sc0000004 1987895-1987963:1988707-1988793:1988711-1988793 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g12709.t2 None 0.381600395403337 1 0.196648044692737 54.9979550306755 45.3657328302128 0.277775012438042 415.954772143504 847.534947512446 -1.02684618913185
alt_3prime.509 Pocillopora_acuta_HIv2___Sc0000013 3200451-3200715:3201672-3201837:3201771-3201837 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.384404604799406 1 0.318545751633987 1.27192469171999 1.35016604548406 -0.0861235891501222 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.507 Pocillopora_acuta_HIv2___Sc0000013 3200649-3200715:3200880-3201837:3201771-3201837 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.384404604799406 1 -0.117527862208713 1.27192469171999 1.35016604548406 -0.0861235891501222 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.1238 Pocillopora_acuta_HIv2___xfSc0000009 552785-552995:553772-553831:553775-553831 0:1:1 Pocillopora_acuta_HIv2___TS.g3103.t1 None 0.397826659080403 1 0.246203761755486 7.16998856121025 3.53665762428065 1.01958425549749 733.64821881716 1101.15240792652 -0.585853794888433
alt_3prime.1353 Pocillopora_acuta_HIv2___xfSc0000015 1939070-1939367:1939070-1939454:1940246-1940395 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g210.t1 None 0.411676680528706 1 0.395348837209302 12.3045562659251 3.31814667573771 1.89074306555163 783.815268341339 652.625491865996 0.264258335320212
alt_3prime.412 Pocillopora_acuta_HIv2___Sc0000009 3478630-3478843:3478630-3478849:3479186-3479240 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g2756.t1 None 0.419158219510737 1 -0.0729166666666666 4.02208168547493 17.926677458869 -2.1560938359077 2628.2795649626 4079.10805704725 -0.634134984674636
alt_3prime.834 Pocillopora_acuta_HIv2___Sc0000031 143731-143815:144265-144521:144388-144521 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g21188.t1 None 0.431363717635562 1 0.368957878567386 2.03764463718159 4.52032718026265 -1.1495247292321 210.457000146861 104.157838519802 1.01475408172846
alt_3prime.1598 Pocillopora_acuta_HIv2___xfSc0000193 18202-18387:18202-18393:18465-18517 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g2469.t1 None 0.437256308848541 1 0.608105674744045 2.90413234400882 2.53430056417921 0.196519563729201 226.242089669025 56.2307227259857 2.00843685579435
alt_3prime.972 Pocillopora_acuta_HIv2___xfSc0000001 92460-92629:93004-93204:93103-93204 0:1:1 Pocillopora_acuta_HIv2___TS.g5798.t1 None 0.437367307764913 1 -0.226362491602022 217.629845945926 169.492908160389 0.360651512524084 9608.42882733398 14757.2643161958 -0.61905285557688
alt_3prime.544 Pocillopora_acuta_HIv2___Sc0000013 109178-109253:109178-109256:110440-110600 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g11414.t1 None 0.442336148932738 1 -0.157692307692308 4.34412173673389 35.132073344904 -3.0156522828387 260.877684797199 490.204174744805 -0.9100092279202
alt_3prime.1339 Pocillopora_acuta_HIv2___xfSc0000014 3765076-3765250:3765076-3765265:3765858-3765993 1:1:0 Pocillopora_acuta_HIv2___TS.g18115.t4 None 0.451366187977797 1 0.166666666666667 11.6535289755328 5.25926050611008 1.14783504014208 985.021251892384 1134.42498692863 -0.203734458698486
alt_3prime.419 Pocillopora_acuta_HIv2___Sc0000010 3630670-3630700:3631263-3632524:3631282-3632524 0:1:1 Pocillopora_acuta_HIv2___TS.g17359.t3 None 0.453988391065511 1 -0.102269384043435 30.2658141477905 20.6079908521987 0.554485301783287 339.989812811746 728.848967118333 -1.10012836944846
alt_3prime.537 Pocillopora_acuta_HIv2___Sc0000013 3212906-3212933:3214157-3214190:3214160-3214190 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3b None 0.473716205526251 1 0.0952380952380952 11.6488882706513 16.855519104604 -0.533028783472694 3412.49090620684 1964.56196256502 0.796617530142704
alt_3prime.1361 Pocillopora_acuta_HIv2___xfSc0000016 3887729-3887882:3888100-3888211:3888103-3888211 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g22548.t1 None 0.474019398799127 1 -0.301639344262295 7.06274466807923 24.822143783619 -1.81332687398775 190.943319731149 1615.85146000958 -3.08107822951599
alt_3prime.1592 Pocillopora_acuta_HIv2___xfSc0000091 73625-73692:74327-74429:74330-74429 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g22149.t2 None 0.475536692459815 1 -0.41825 5.11995027652685 4.64445561635688 0.140620293200036 316.529061454287 83.7183609815594 1.91872199152735
alt_3prime.622 Pocillopora_acuta_HIv2___Sc0000018 2295407-2295464:2295942-2295984:2295946-2295984 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g8310.t1 None 0.47726133698551 1 -0.11965811965812 5.04372582412238 3.58987354945455 0.490556826082084 352.531179360434 638.275336353135 -0.856428040325145
alt_3prime.680 Pocillopora_acuta_HIv2___Sc0000020 3340270-3340385:3340270-3340406:3340644-3340678 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g14923.t1 None 0.477608714149792 1 -0.266818591527217 71.5558380275238 22.7636193273134 1.65233951813555 761.107424737079 587.812053861822 0.372745150277934
alt_3prime.1523 Pocillopora_acuta_HIv2___xfSc0000029 1029024-1029407:1029024-1029432:1029853-1029971 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g26443.t1 None 0.483224196945974 1 0.0666666666666667 32.4441668400173 9.44132849963092 1.78089733618849 665.857211694328 537.361800031482 0.309319068144022
alt_3prime.108 Pocillopora_acuta_HIv2___Sc0000001 7747298-7747340:7747298-7747343:7747800-7747889 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g10823.t1 None 0.483911405531829 1 -0.20530303030303 33.8618573889286 32.4214557727613 0.0627122385258332 906.326072174212 432.700257028709 1.06666220948366
alt_3prime.522 Pocillopora_acuta_HIv2___Sc0000013 3200946-3200979:3201771-3201837:3201804-3201837 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.487658783598924 1 -0.152509018759019 8.37435616426011 11.2220376033825 -0.422284469371627 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.900 Pocillopora_acuta_HIv2___Sc0000037 741374-741633:742887-743020:742933-743020 0:1:1 Pocillopora_acuta_HIv2___TS.g13497.t1c None 0.501658550475253 1 0.474562733798403 36.9199632893867 4.58154193537158 3.01049598880525 1626.86559292104 474.426496342349 1.77783857389326
alt_3prime.265 Pocillopora_acuta_HIv2___Sc0000004 1679733-1679841:1679733-1679845:1680338-1680449 1:1:0 Pocillopora_acuta_HIv2___TS.g15285.t1 None 0.510623817872989 1 0.633333333333333 18.7065399277546 5.55760483815531 1.75100757035816 305.028273697785 314.028205468694 -0.0419511700597166
alt_3prime.495 Pocillopora_acuta_HIv2___Sc0000013 3200060-3200187:3200220-3200517:3200451-3200517 0:1:1 Pocillopora_acuta_HIv2___TS.g314.t3a None 0.511788337385209 1 -0.0875 4.99964264773615 23.1078844576778 -2.20848829990507 1476.4015926189 3747.8497320244 -1.34397791113568
alt_3prime.1570 Pocillopora_acuta_HIv2___xfSc0000040 717220-717308:717220-717313:718689-718776 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g15755.t1 None 0.514129299584372 1 0.0511627906976744 3.61427759183623 65.0691305679845 -4.17019405638653 62.6878110222538 386.203268188204 -2.62310351422401
alt_3prime.1239 Pocillopora_acuta_HIv2___xfSc0000009 621848-621996:622453-622655:622456-622655 0:1:1 Pocillopora_acuta_HIv2___TS.g3113.t1 None 0.528154639577379 1 -0.0896927970496733 125.291652662507 283.714385323596 -1.17914900138756 2924.46201677047 4347.99119186752 -0.572177766445137
alt_3prime.1026 Pocillopora_acuta_HIv2___xfSc0000002 383651-383813:384788-384896:384797-384896 0:1:1 Pocillopora_acuta_HIv2___TS.g3988.t6 None 0.5349989605385 1 -0.24952409236588 34.5291642767465 14.3700964661557 1.26474566987615 3522.6140106339 2699.86104590586 0.383761242803494
alt_3prime.132 Pocillopora_acuta_HIv2___Sc0000002 88796-88839:90143-90262:90151-90262 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g24623.t1 None 0.536478367196723 1 -0.106770833333333 23.8587910003853 11.3677962373765 1.0695683387454 624.272822437209 687.367945242087 -0.138905914761947
alt_3prime.356 Pocillopora_acuta_HIv2___Sc0000007 60132-60267:60132-60270:60402-60456 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g17390.t2 None 0.539759075947368 1 0.189391514634233 13.4542407996149 10.7446347015476 0.324444549862062 345.1054226692 94.6525167064278 1.86632437190679
alt_3prime.739 Pocillopora_acuta_HIv2___Sc0000028 1140764-1140885:1140764-1140896:1141258-1141312 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g31041.t1 None 0.549634202110684 1 -0.0625 11.9203375733341 20.4105062710218 -0.775886875829874 228.370061346573 161.602493397547 0.498924072061939
alt_3prime.752 Pocillopora_acuta_HIv2___Sc0000029 971822-971911:972372-972449:972381-972449 0:1:1 Pocillopora_acuta_HIv2___TS.g12980.t1 None 0.555586970240872 1 -0.851485148514851 15.7384321457579 1.56362994048579 3.33132080755714 107.761712007009 40.0225309479112 1.42896036764489
alt_3prime.844 Pocillopora_acuta_HIv2___Sc0000031 1421118-1421229:1422116-1422227:1422179-1422227 0:1:1 Pocillopora_acuta_HIv2___RNAseq.g21321.t1a None 0.555605383019925 1 0.154761904761905 19.178590255899 3.2326249738329 2.56871862625001 199.391156236294 107.395286368981 0.892670747957895
alt_3prime.214 Pocillopora_acuta_HIv2___Sc0000003 392687-393507:392687-393510:394005-394114 1:1:0 Pocillopora_acuta_HIv2___RNAseq.g4632.t1 None 0.557301341173096 1 -0.192023731048121 11.0063679429199 4.37871896339509 1.3297577016134 239.640885952465 263.409657913351 -0.136434170698461
alt_3prime.921 Pocillopora_acuta_HIv2___Sc0000043 513209-513346:513209-513347:513895-513937 1:1:0 Pocillopora_acuta_HIv2___TS.g2580.t1 None 0.55999501993765 1 0.213592233009709 42.7390342983477 24.5567668405719 0.79943368315574 793.224188108625 834.855134693713 -0.0737972097860045
alt_3prime.577 Pocillopora_acuta_HIv2___Sc0000014 1817455-1817600:1817927-1818145:1817951-1818145 0:1:1 Pocillopora_acuta_HIv2___TS.g5664.t1b None 0.560890065305909 1 0.0962375982476485 14.6926597279795 17.8284596792022 -0.279086481848597 1763.91285510505 1072.74849727813 0.717467407165797
