Pocillopora_acuta_HIv2___RNAseq.g24143.t1a	XP_027046371.1	99.405	336	2	0	189	524	17	352	0.0	685
Pocillopora_acuta_HIv2___RNAseq.g24143.t1b	XP_027046369.1	97.643	297	7	0	1	297	17	313	0.0	608
Pocillopora_acuta_HIv2___RNAseq.g22918.t1	XP_027059587.1	76.190	126	24	2	1	121	852	976	3.60e-58	192
Pocillopora_acuta_HIv2___RNAseq.g18333.t1	XP_027039499.1	65.152	198	68	1	5	201	52	249	1.33e-97	283
Pocillopora_acuta_HIv2___RNAseq.g7985.t1	XP_027039680.1	99.135	347	3	0	1	347	1	347	0.0	714
Pocillopora_acuta_HIv2___RNAseq.g13511.t1	XP_027050186.1	43.939	264	117	5	1	262	270	504	9.71e-66	214
Pocillopora_acuta_HIv2___RNAseq.g14270.t1	XP_027041825.1	96.694	121	4	0	10	130	9	129	1.11e-81	245
Pocillopora_acuta_HIv2___TS.g15308.t1	XP_027055224.1	90.698	86	8	0	4	89	47	132	1.73e-52	168
Pocillopora_acuta_HIv2___RNAseq.g4696.t1	XP_027044987.1	99.468	188	1	0	1	188	1	188	5.44e-138	382
Pocillopora_acuta_HIv2___RNAseq.g12425.t1	XP_027056023.1	100.000	349	0	0	1	349	1	349	0.0	726
Pocillopora_acuta_HIv2___RNAseq.g31282.t1	XP_027050443.1	89.412	85	9	0	133	217	49	133	8.13e-39	136
Pocillopora_acuta_HIv2___TS.g5124.t1	XP_027044300.1	90.970	299	4	1	1	299	1	276	0.0	553
Pocillopora_acuta_HIv2___RNAseq.g14166.t1	XP_027043232.1	34.899	149	55	1	88	236	11	117	2.51e-17	75.1
Pocillopora_acuta_HIv2___RNAseq.g31093.t1	XP_027040314.1	99.241	790	6	0	48	837	16	805	0.0	1615
Pocillopora_acuta_HIv2___RNAseq.g25488.t1	XP_027052540.1	100.000	31	0	0	138	168	323	353	4.13e-13	66.2
Pocillopora_acuta_HIv2___TS.g13125.t1	XP_027050957.1	99.156	474	4	0	1	474	1	474	0.0	996
Pocillopora_acuta_HIv2___RNAseq.g21450.t1	XP_027059313.1	96.410	195	7	0	1	195	1	195	2.53e-129	387
Pocillopora_acuta_HIv2___RNAseq.g434.t1	XP_027048131.1	99.631	542	2	0	1	542	1	542	0.0	1122
Pocillopora_acuta_HIv2___RNAseq.g15081.t1	XP_027043482.1	99.578	237	1	0	1	237	36	272	8.79e-180	493
Pocillopora_acuta_HIv2___RNAseq.g22042.t1	XP_027058931.1	98.171	328	6	0	1	328	1	328	0.0	672
Pocillopora_acuta_HIv2___RNAseq.g16619.t1	XP_027054117.1	47.436	78	18	1	1	55	232	309	9.42e-14	63.2
Pocillopora_acuta_HIv2___RNAseq.g22789.t1	XP_027046538.1	63.836	318	114	1	1	317	1	318	7.35e-143	405
Pocillopora_acuta_HIv2___RNAseq.g25875.t1	XP_027038050.1	99.720	714	2	0	1	714	1	714	0.0	1479
Pocillopora_acuta_HIv2___TS.g20659.t1	XP_027048804.1	98.507	402	6	0	53	454	1	402	0.0	803
Pocillopora_acuta_HIv2___RNAseq.g29590.t1	XP_027054835.1	87.739	261	32	0	303	563	1	261	3.14e-170	482
Pocillopora_acuta_HIv2___RNAseq.g25518.t1	XP_027058479.1	69.128	149	35	2	1	149	1	138	3.52e-54	174
Pocillopora_acuta_HIv2___RNAseq.g13570.t1	XP_027038889.1	96.218	238	9	0	1	238	1	238	1.25e-175	481
Pocillopora_acuta_HIv2___RNAseq.g12815.t1	XP_027039005.1	98.489	1125	17	0	1	1125	1	1125	0.0	2282
Pocillopora_acuta_HIv2___TS.g9938.t1	XP_027039309.1	29.829	409	265	11	190	585	64	463	1.08e-49	180
Pocillopora_acuta_HIv2___RNAseq.g7647.t1	XP_027051155.1	47.960	1593	737	28	240	1759	1654	3227	0.0	1361
